  0.698450387        0.698450387    
  0.689402282        0.689402282    
  0.680245280        0.680245280    
  0.670980871        0.670980871    
  0.661610484        0.661610484    
  0.652135670        0.652135670    
  0.642557800        0.642557800    
  0.632878542        0.632878542    
  0.623099267        0.623099267    
  0.613221705        0.613221705    
  0.603247225        0.603247225    
  0.593177497        0.593177497    
  0.583014131        0.583014131    
  0.572758675        0.572758675    
  0.562412739        0.562412739    
  0.551978052        0.551978052    
  0.541456163        0.541456163    
  0.530848801        0.530848801    
  0.520157576        0.520157576    
  0.509384215        0.509384215    
  0.498530477        0.498530477    
  0.487597913        0.487597913    
  0.476588428        0.476588428    
  0.465503693        0.465503693    
  0.454345465        0.454345465    
  0.443115473        0.443115473    
  0.431815416        0.431815416    
  0.420447260        0.420447260    
  0.409012735        0.409012735    
  0.397513479        0.397513479    
  0.385951608        0.385951608    
  0.374328762        0.374328762    
  0.362646788        0.362646788    
  0.350907475        0.350907475    
  0.339112818        0.339112818    
  0.327264637        0.327264637    
  0.315364659        0.315364659    
  0.303415000        0.303415000    
  0.291417450        0.291417450    
  0.279373854        0.279373854    
  0.267286152        0.267286152    
  0.255156219        0.255156219    
  0.242985785        0.242985785    
  0.230777204        0.230777204    
  0.218532190        0.218532190    
  0.206252664        0.206252664    
  0.193940565        0.193940565    
  0.181597844        0.181597844    
  0.169226438        0.169226438    
  0.156828195        0.156828195    
  0.144405201        0.144405201    
  0.131959513        0.131959513    
  0.119492978        0.119492978    
  0.107007578        0.107007578    
   9.45052877E-02     9.45052877E-02
   8.19880664E-02     8.19880664E-02
   6.94577843E-02     6.94577843E-02
   5.69166504E-02     5.69166504E-02
   4.43664119E-02     4.43664119E-02
   3.18092853E-02     3.18092853E-02
   1.92471333E-02     1.92471333E-02
   6.68194471E-03     6.68194471E-03
  -5.88441873E-03    -5.88441873E-03
  -1.84497330E-02    -1.84497330E-02
  -3.10121365E-02    -3.10121365E-02
  -4.35696393E-02    -4.35696393E-02
  -5.61203845E-02    -5.61203845E-02
  -6.86621442E-02    -6.86621442E-02
  -8.11930671E-02    -8.11930671E-02
  -9.37112868E-02    -9.37112868E-02
 -0.106214583       -0.106214583    
 -0.118701115       -0.118701115    
 -0.131168902       -0.131168902    
 -0.143616080       -0.143616080    
 -0.156040475       -0.156040475    
 -0.168440223       -0.168440223    
 -0.180813387       -0.180813387    
 -0.193158105       -0.193158105    
 -0.205472201       -0.205472201    
 -0.217753977       -0.217753977    
 -0.230001241       -0.230001241    
 -0.242212191       -0.242212191    
 -0.254384875       -0.254384875    
 -0.266517401       -0.266517401    
 -0.278607845       -0.278607845    
